label,gamma_m,ni0_ic,ni_start_hist,ni_end,E_mag_over_E_kin_end,E_drop_hydro,E_drop_MHD,MHD_minus_hydro,int_Ohmic,int_visc_hydro,int_visc_MHD,max_J,ohmic_frac_half,ohmic_frac_eighth,regime
low,0.005986651818838306,16.000000000000004,15.995786389317933,11.548886865413355,0.01019949491601558,0.00671314388777218,0.00707509272823123,0.0003619488404590504,0.00035841709705172043,0.006714147993233351,0.006717831603100604,8.183634146162357,0.2097010624180555,0.9409050858765999,cascade
moderate,0.017959955456514916,143.99999999999997,143.96207750386128,88.9023176707354,0.09204602298202987,0.00671314388777218,0.01003090346024825,0.00331775957247607,0.003230118953933946,0.006714147993233351,0.006803093564112687,28.385347408121405,0.1284077841788603,0.9164222834400871,cascade
