nu,B0,E_drop_hydro,E_drop_MHD,MHD_minus_hydro,int_Ohmic,int_visc_hydro,int_visc_MHD,max_J,ohmic_frac_half,ohmic_frac_eighth,max_vort_hydro,max_vort_MHD
0.0005,0.08,0.004198410307079917,0.004613759632526471,0.000415349325446554,0.0005802100812816026,0.004073760338582395,0.003919949267936554,24.94811633817377,0.221144,0.939641,37.71638285089682,34.366620158042245
0.0005,0.5,0.004198410307079917,0.0077355929023111,0.0035371825952311836,0.004800540690236752,0.004073760338582395,0.002881115744154089,24.204272909339895,0.6015380596828224,0.97044161022158,37.71638285089682,24.625331523054555
0.000125,0.08,0.0012018693708298472,0.0017785869462865894,0.0005767175754567422,0.0006343061417160345,0.0010775123393526897,0.0010335999884504257,27.932286653702775,0.21242021508082415,0.9336495715880231,41.420576200997544,37.531242289597884
0.000125,0.5,0.0012018693708298472,0.005827784433055372,0.004625915062225525,0.005015789074133626,0.0010775123393526897,0.000758982288618353,26.621448138339066,0.5732249964334583,0.967444760348734,41.420576200997544,28.47702111576309
