B0,E_drop_hydro,E_drop_MHD,MHD_minus_hydro,int_Ohmic,int_visc_hydro,int_visc_MHD,max_J,ohmic_frac_half,ohmic_frac_eighth,max_vort_MHD,reused
0.08,0.0012018693708298472,0.0017785869462865894,0.0005767175754567422,0.0006343061417160345,0.0010775123393526897,0.0010335999884504257,27.932286653702775,0.21242021508082415,0.9336495715880231,37.531242289597884,True
0.3,0.0012018693708298472,0.0049915215931124746,0.0037896522222826273,0.004133566087092482,0.0010775123393526897,0.0007765763574632698,35.60416513481524,0.33178322498800256,0.9641796561659848,28.230698711809584,False
0.4,0.0012018693708298472,0.005654729245352624,0.004452859874522777,0.004835681908428035,0.0010775123393526897,0.0007488470539414338,29.055007812307267,0.5204894385388819,0.968961006763786,29.001616001625138,False
0.5,0.0012018693708298472,0.005827784433055372,0.004625915062225525,0.005015789074133626,0.0010775123393526897,0.000758982288618353,26.621448138339066,0.5732249964334583,0.967444760348734,28.47702111576309,True
hydro_pct,1.71
