nu,B0,E_drop_hydro,E_drop_MHD,MHD_minus_hydro,int_Ohmic,int_visc_hydro,int_visc_MHD,max_J,ohmic_frac_half,ohmic_frac_eighth,N_i0,N_i_end,N_i_force_end,max_vort_hydro,max_vort_MHD
6.25e-05,0.3,0.0006690342406928534,0.004642656707636611,0.0039736224669437575,0.004169991877089749,0.0005447687759215855,0.00039164957266278773,35.7408249796386,0.33294152933799703,0.9643161208521228,0.638980181025958,1.668464497709524,9.941860482753372,42.293737065616966,29.32854168747621
6.25e-05,0.4,0.0006690342406928534,0.005321374160911219,0.004652339920218365,0.004873258688091782,0.0005447687759215855,0.00037793243837705795,29.38613594353455,0.5166397866081197,0.9686813457497538,1.1359647662683703,3.1403198890843713,15.238467669249994,42.293737065616966,29.84936265684081
hydro_pct,0.9499991560677421
fallback,False
